uid,title_fr,description_fr,longdescription_fr,location_city,location_department,location_postalcode,firstdate_begin,lastdate_end,text_to_embed
83803989,"La RATP CAP recrute 20 Conducteurs de bus sur le 94, formation en POEI au permis D et FIMO. Sélection par la Méthode de Recrutement par Simu",Vous avez votre permis B depuis plus de 6 mois ? Profitez d'une opportunité unique avec la formation gratuite et rémunérée POEI (Préparation Opérationnelle à l'Emploi) !,"<p>Vous avez votre permis B depuis plus de 6 mois ? Profitez d'une opportunité unique avec la formation gratuite et rémunérée POEI (Préparation Opérationnelle à l'Emploi) ! Cette formation vous permettra de passer l'examen du permis D ainsi que la FIMO. En cas de réussite, vous intégrerez RATP CAP en tant que Conducteur de Bus (H/F) Début de la formation : 7 mai 2026 Durée : 3 mois Lieu de formation : Villeneuve-le-Roi (94290) Missions : Assurer le transport des voyageurs en conduisant avec souples</p>",Paris,Paris,75012,2026-04-14T07:30:00+00:00,2026-04-14T10:00:00+00:00,"Titre: La RATP CAP recrute 20 Conducteurs de bus sur le 94, formation en POEI au permis D et FIMO. Sélection par la Méthode de Recrutement par Simu
Lieu: Paris (Paris)
Date: du 2026-04-14T07:30:00+00:00 au 2026-04-14T10:00:00+00:00
Description: Vous avez votre permis B depuis plus de 6 mois ? Profitez d'une opportunité unique avec la formation gratuite et rémunérée POEI (Préparation Opérationnelle à l'Emploi) ! Cette formation vous permettra de passer l'examen du permis D ainsi que la FIMO. En cas de réussite, vous intégrerez RATP CAP en tant que Conducteur de Bus (H/F) Début de la formation : 7 mai 2026 Durée : 3 mois Lieu de formation : Villeneuve-le-Roi (94290) Missions : Assurer le transport des voyageurs en conduisant avec souples"
33715661,"WEBINAIRE Offre de service APEC et ""Nouveaux Horizons"" (Réservé aux demandeurs de l'agence Paris Ney)","EVENEMENT RESERVE AUX DEMANDEURS DE L'AGENCE PARIS NEY RECHERCHANT SUR UN EMPLOI DE CADRE Participez à notre webinaire et découvrez l'offre de service de l'APEC, notamment le séminaire ""Nouveaux Horiz","<p>EVENEMENT RESERVE AUX DEMANDEURS DE L'AGENCE PARIS NEY RECHERCHANT SUR UN EMPLOI DE CADRE Participez à notre webinaire et découvrez l'offre de service de l'APEC, notamment le séminaire ""Nouveaux Horizons"" pour les personnes en recherche d'emploi depuis plus d'un an. L'APEC possède une large gamme de services dont vous pouvez bénéficier en tant que cadre : offres d'emplois, accompagnement à la recherche d'emploi, statistiques sur le marché du travail cadre.</p>
<p>Présentation de l'offre partenariale d</p>",Paris,Paris,75018,2026-04-15T12:00:00+00:00,2026-04-15T13:30:00+00:00,"Titre: WEBINAIRE Offre de service APEC et ""Nouveaux Horizons"" (Réservé aux demandeurs de l'agence Paris Ney)
Lieu: Paris (Paris)
Date: du 2026-04-15T12:00:00+00:00 au 2026-04-15T13:30:00+00:00
Description: EVENEMENT RESERVE AUX DEMANDEURS DE L'AGENCE PARIS NEY RECHERCHANT SUR UN EMPLOI DE CADRE Participez à notre webinaire et découvrez l'offre de service de l'APEC, notamment le séminaire ""Nouveaux Horizons"" pour les personnes en recherche d'emploi depuis plus d'un an. L'APEC possède une large gamme de services dont vous pouvez bénéficier en tant que cadre : offres d'emplois, accompagnement à la recherche d'emploi, statistiques sur le marché du travail cadre.
Présentation de l'offre partenariale d"
25339539,Boost'Avenir : Découvrez les services de la Mission Locale de Paris et de France Travail et rencontrez des professionnels autour du thème de,Venez découvrir l'offre de services de la Mission Locale de Paris et de France Travail à destination des jeunes (moins de 26 ans).,<p>Venez découvrir l'offre de services de la Mission Locale de Paris et de France Travail à destination des jeunes (moins de 26 ans). Plusieurs interventions avec échanges avec les professionnels sont prévues autour du thème de l'orientation.</p>,Paris,Paris,75008,2026-05-28T12:30:00+00:00,2026-05-28T14:30:00+00:00,"Titre: Boost'Avenir : Découvrez les services de la Mission Locale de Paris et de France Travail et rencontrez des professionnels autour du thème de
Lieu: Paris (Paris)
Date: du 2026-05-28T12:30:00+00:00 au 2026-05-28T14:30:00+00:00
Description: Venez découvrir l'offre de services de la Mission Locale de Paris et de France Travail à destination des jeunes (moins de 26 ans). Plusieurs interventions avec échanges avec les professionnels sont prévues autour du thème de l'orientation."
65279716,Le Service de Restauration de l'AP-HP recrute des cuisiniers H/F!,Le Service Restauration de l'AP-HP recrute ! L'AP-HP étoffe ses équipes de Restauration Collective et recrute des cuisiniers H/F.,"<p>Le Service Restauration de l'AP-HP recrute ! L'AP-HP étoffe ses équipes de Restauration Collective et recrute des cuisiniers H/F. Compétences requises : le travail en équipe, la rigueur, savoir apprécier un niveau de cuisson, connaître et appliquer les règles d'hygiène et de gestion des risques professionnels, pouvoir renseigner les informations relatives au suivi et à la traçabilité des produits (températures, fin de cuisson, refroidissements ), évaluer l'état de propreté des surfaces et outils</p>",Paris,Paris,75020,2026-06-02T07:30:00+00:00,2026-06-02T10:30:00+00:00,"Titre: Le Service de Restauration de l'AP-HP recrute des cuisiniers H/F!
Lieu: Paris (Paris)
Date: du 2026-06-02T07:30:00+00:00 au 2026-06-02T10:30:00+00:00
Description: Le Service Restauration de l'AP-HP recrute ! L'AP-HP étoffe ses équipes de Restauration Collective et recrute des cuisiniers H/F. Compétences requises : le travail en équipe, la rigueur, savoir apprécier un niveau de cuisson, connaître et appliquer les règles d'hygiène et de gestion des risques professionnels, pouvoir renseigner les informations relatives au suivi et à la traçabilité des produits (températures, fin de cuisson, refroidissements ), évaluer l'état de propreté des surfaces et outils"
24428175,Devenez Accompagnateur·rice Enfants à Bord des Trains !,"City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France.","<p>City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France. Votre mission : accueillir les enfants, veiller à leur sécurité et animer leur trajet. Contrat CDI à temps partiel, missions ponctuelles pendant les vacances et week-ends (vendredi et dimanche hors vacances). Déplacements sur la journée ou avec nuit défrayée. Rémunération : 12,02 brut/heure prime de ponctualité e</p>",Paris,Paris,75001,2026-06-03T12:00:00+00:00,2026-06-03T12:05:00+00:00,"Titre: Devenez Accompagnateur·rice Enfants à Bord des Trains !
Lieu: Paris (Paris)
Date: du 2026-06-03T12:00:00+00:00 au 2026-06-03T12:05:00+00:00
Description: City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France. Votre mission : accueillir les enfants, veiller à leur sécurité et animer leur trajet. Contrat CDI à temps partiel, missions ponctuelles pendant les vacances et week-ends (vendredi et dimanche hors vacances). Déplacements sur la journée ou avec nuit défrayée. Rémunération : 12,02 brut/heure prime de ponctualité e"
77893669,"La RATP recrute en CDI 15 conducteurs de Bus (H/F) sur le 75 et sur le 93 : Formation (gratuite) au permis D, ouverte aux titulaires du perm","Après une formation gratuite et rémunérée, réservée aux titulaires du permis B, vous passerez le permis D et la FIMO, puis, si réussite, vous intégrerez la RATP sur le poste de CONDUCTEUR DE BUS (H/F)","<p>Après une formation gratuite et rémunérée, réservée aux titulaires du permis B, vous passerez le permis D et la FIMO, puis, si réussite, vous intégrerez la RATP sur le poste de CONDUCTEUR DE BUS (H/F). 2 lieux de travail possibles : - Paris (prise de poste: 20ème arrdt) - Département 93 (prise de poste: Les Lilas) Début de la formation: juillet/août 2026 Durée : 3 mois Prise de fonction: novembre 2026 Salaire annuel : 27.5OO Euros bruts (hors primes et heures de nuit) ATTENTION ! Ne pas vous ins</p>",Paris,Paris,75012,2026-06-02T08:00:00+00:00,2026-06-02T10:00:00+00:00,"Titre: La RATP recrute en CDI 15 conducteurs de Bus (H/F) sur le 75 et sur le 93 : Formation (gratuite) au permis D, ouverte aux titulaires du perm
Lieu: Paris (Paris)
Date: du 2026-06-02T08:00:00+00:00 au 2026-06-02T10:00:00+00:00
Description: Après une formation gratuite et rémunérée, réservée aux titulaires du permis B, vous passerez le permis D et la FIMO, puis, si réussite, vous intégrerez la RATP sur le poste de CONDUCTEUR DE BUS (H/F). 2 lieux de travail possibles : - Paris (prise de poste: 20ème arrdt) - Département 93 (prise de poste: Les Lilas) Début de la formation: juillet/août 2026 Durée : 3 mois Prise de fonction: novembre 2026 Salaire annuel : 27.5OO Euros bruts (hors primes et heures de nuit) ATTENTION ! Ne pas vous ins"
77444043,Devenez Accompagnateur·rice Enfants à Bord des Trains !,"City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France.","<p>City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France. Votre mission : accueillir les enfants, veiller à leur sécurité et animer leur trajet. Contrat CDI à temps partiel, missions ponctuelles pendant les vacances et week-ends (vendredi et dimanche hors vacances). Déplacements sur la journée ou avec nuit défrayée. Rémunération : 12,31 brut/heure prime de ponctualité e</p>",Paris,Paris,75001,2026-06-03T08:00:00+00:00,2026-06-03T08:05:00+00:00,"Titre: Devenez Accompagnateur·rice Enfants à Bord des Trains !
Lieu: Paris (Paris)
Date: du 2026-06-03T08:00:00+00:00 au 2026-06-03T08:05:00+00:00
Description: City One / City Junior recrute pour les vacances scolaires ! Devenez accompagnateur·rice d'enfants (H/F) de 4 à 14 ans voyageant seuls en train, au départ de Paris vers toute la France. Votre mission : accueillir les enfants, veiller à leur sécurité et animer leur trajet. Contrat CDI à temps partiel, missions ponctuelles pendant les vacances et week-ends (vendredi et dimanche hors vacances). Déplacements sur la journée ou avec nuit défrayée. Rémunération : 12,31 brut/heure prime de ponctualité e"
7768866,Recrutement POEI PARTOUCHE CASINO CLUB Croupier/ Croupière,Le PARTOUCHE CASINO CLUB vient d'ouvrir le 12 mai 2026 le plus grand club de jeux de Paris. Rejoignez une aventure exceptionnelle au coeur de Paris et formez-vous au métier de croupier / croupière.,<p>Le PARTOUCHE CASINO CLUB vient d'ouvrir le 12 mai 2026 le plus grand club de jeux de Paris. Rejoignez une aventure exceptionnelle au coeur de Paris et formez-vous au métier de croupier / croupière. Vous avez la passion du service client et souhaitez devenir croupier / croupière ? - Avoir minimum 18 ans et être ressortissant de l'Union Européenne. - AVOIR UN CASIER JUDICIAIRE VIERGE - Etre à l'aise avec le calcul mental simple - Avoir une bonne présentation - Avoir une bonne dextérité - Etre capa</p>,Paris,Paris,75017,2026-06-03T07:30:00+00:00,2026-06-03T10:00:00+00:00,"Titre: Recrutement POEI PARTOUCHE CASINO CLUB Croupier/ Croupière
Lieu: Paris (Paris)
Date: du 2026-06-03T07:30:00+00:00 au 2026-06-03T10:00:00+00:00
Description: Le PARTOUCHE CASINO CLUB vient d'ouvrir le 12 mai 2026 le plus grand club de jeux de Paris. Rejoignez une aventure exceptionnelle au coeur de Paris et formez-vous au métier de croupier / croupière. Vous avez la passion du service client et souhaitez devenir croupier / croupière ? - Avoir minimum 18 ans et être ressortissant de l'Union Européenne. - AVOIR UN CASIER JUDICIAIRE VIERGE - Etre à l'aise avec le calcul mental simple - Avoir une bonne présentation - Avoir une bonne dextérité - Etre capa"
89619603,POEI: Recrutement Employés Polyvalents en Restauration pour GALLIKA,"Le poste est accessible uniquement après participation à une formation POEI, organisée du 22 juin au 23 juillet. La prise de poste effective est prévue le 1er septembre.","<p>Le poste est accessible uniquement après participation à une formation POEI, organisée du 22 juin au 23 juillet. La prise de poste effective est prévue le 1er septembre. Ainsi, une période sans formation ni activité en entreprise est à prévoir entre fin juillet et fin août. GALLIKA, enseigne de restauration en pleine expansion, recrute des Employée Polyvalents (H/F). L'entreprise : un univers grec chaleureux et des saveurs méditerranéennes. Poste et missions : -préparation des recettes et des pr</p>",Paris,Paris,75002,2026-06-05T07:00:00+00:00,2026-06-05T10:00:00+00:00,"Titre: POEI: Recrutement Employés Polyvalents en Restauration pour GALLIKA
Lieu: Paris (Paris)
Date: du 2026-06-05T07:00:00+00:00 au 2026-06-05T10:00:00+00:00
Description: Le poste est accessible uniquement après participation à une formation POEI, organisée du 22 juin au 23 juillet. La prise de poste effective est prévue le 1er septembre. Ainsi, une période sans formation ni activité en entreprise est à prévoir entre fin juillet et fin août. GALLIKA, enseigne de restauration en pleine expansion, recrute des Employée Polyvalents (H/F). L'entreprise : un univers grec chaleureux et des saveurs méditerranéennes. Poste et missions : -préparation des recettes et des pr"
30925315,Atelier découverte des métiers de l'industrie,"L'industrie se réinvente et innove en permanence. Venez explorer un secteur dynamique, en pleine modernisation, et découvrez des métiers passionnants qui recrutent.","<p>L'industrie se réinvente et innove en permanence. Venez explorer un secteur dynamique, en pleine modernisation, et découvrez des métiers passionnants qui recrutent. Que vous soyez débutant ou expérimenté, cet événement est fait pour vous ! Vous serez accueillis par nos équipes, qui vous présenteront le secteur et ses métiers. Pour finir, un temps d'échange sera prévu avec nos conseillers, y compris notre service entreprise, France Travail Pro.</p>",Paris,Paris,75010,2026-05-26T07:30:00+00:00,2026-05-26T09:30:00+00:00,"Titre: Atelier découverte des métiers de l'industrie
Lieu: Paris (Paris)
Date: du 2026-05-26T07:30:00+00:00 au 2026-05-26T09:30:00+00:00
Description: L'industrie se réinvente et innove en permanence. Venez explorer un secteur dynamique, en pleine modernisation, et découvrez des métiers passionnants qui recrutent. Que vous soyez débutant ou expérimenté, cet événement est fait pour vous ! Vous serez accueillis par nos équipes, qui vous présenteront le secteur et ses métiers. Pour finir, un temps d'échange sera prévu avec nos conseillers, y compris notre service entreprise, France Travail Pro."
15966328,DEFAYS/DEPREISSAC Quintet,"19h30 & 21h30La musique de Maë Defays, autrice et compositrice, navigue entre soul et jazz avec une grande liberté. Sa manière d’aborder ces deux univers crée un climat à la fois chaleureux et ouv ...","<p>*19h30 &amp; 21h30* La musique de Maë Defays, autrice et compositrice, navigue entre soul et jazz avec une grande liberté. Sa manière d’aborder ces deux univers crée un climat à la fois chaleureux et ouvert, dans lequel elle invite naturellement le public. Avec son quintet, formé notamment avec son père Olivier Defays et Ludovic Depreissac, elle explore un jazz souple et vivant. Dans un répertoire écrit pour l’occasion, fait de chansons originales, sa voix claire se déploie autant en soliste qu’en instrument, se mêlant au saxophone et au piano pour tracer des lignes communes et sensibles. **Maë Defays** / voix **Olivier Defays** / saxophone **Ludovic de Preissac** / piano **Solène Cairoli** / contrebasse **Ronan Ristord** / batterie *22h30* Jam session Jazz, animée par Jeremy Hinnekens Trio ! *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*</p>",Paris,Paris,75013,2025-12-27T18:30:00+00:00,2025-12-28T00:30:00+00:00,"Titre: DEFAYS/DEPREISSAC Quintet
Lieu: Paris (Paris)
Date: du 2025-12-27T18:30:00+00:00 au 2025-12-28T00:30:00+00:00
Description: *19h30 &amp; 21h30* La musique de Maë Defays, autrice et compositrice, navigue entre soul et jazz avec une grande liberté. Sa manière d’aborder ces deux univers crée un climat à la fois chaleureux et ouvert, dans lequel elle invite naturellement le public. Avec son quintet, formé notamment avec son père Olivier Defays et Ludovic Depreissac, elle explore un jazz souple et vivant. Dans un répertoire écrit pour l’occasion, fait de chansons originales, sa voix claire se déploie autant en soliste qu’en instrument, se mêlant au saxophone et au piano pour tracer des lignes communes et sensibles. **Maë Defays** / voix **Olivier Defays** / saxophone **Ludovic de Preissac** / piano **Solène Cairoli** / contrebasse **Ronan Ristord** / batterie *22h30* Jam session Jazz, animée par Jeremy Hinnekens Trio ! *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*"
22954851,Art of the Trio,"19h30 & 21h30Le trio réunissant les trois leaders Edouard Monnin au piano, Gabriel Midon à la contrebasse et Thomas Delor à la batterie, s’invite au club pour la première fois. Ils présentent un r ...","<p>*19h30 &amp; 21h30* Le trio réunissant les trois leaders Edouard Monnin au piano, Gabriel Midon à la contrebasse et Thomas Delor à la batterie, s’invite au club pour la première fois. Ils présentent un répertoire de standards de jazz dont ils bousculent les formes et les limites, au moyen d’une interaction forte où connivence et écoute sont les maîtres-mots. Loin de se contenter de simples reprises, les musiciens explorent l’univers de la musique classique avec une grande liberté, offrant des versions uniques et vivantes. L'interaction et l'écoute entre les membres du trio sont au cœur de chaque performance, créant une dynamique qui évolue en temps réel et donne naissance à une musique riche et spontanée. **Edouard Monnin** / piano **Gabriel Midon** / contrebasse **Thomas Delor** / batterie</p>",Paris,Paris,75013,2026-01-28T18:30:00+00:00,2026-01-28T21:30:00+00:00,"Titre: Art of the Trio
Lieu: Paris (Paris)
Date: du 2026-01-28T18:30:00+00:00 au 2026-01-28T21:30:00+00:00
Description: *19h30 &amp; 21h30* Le trio réunissant les trois leaders Edouard Monnin au piano, Gabriel Midon à la contrebasse et Thomas Delor à la batterie, s’invite au club pour la première fois. Ils présentent un répertoire de standards de jazz dont ils bousculent les formes et les limites, au moyen d’une interaction forte où connivence et écoute sont les maîtres-mots. Loin de se contenter de simples reprises, les musiciens explorent l’univers de la musique classique avec une grande liberté, offrant des versions uniques et vivantes. L'interaction et l'écoute entre les membres du trio sont au cœur de chaque performance, créant une dynamique qui évolue en temps réel et donne naissance à une musique riche et spontanée. **Edouard Monnin** / piano **Gabriel Midon** / contrebasse **Thomas Delor** / batterie"
39217127,Mackwood x Alexis Valet + Dead Robot,"19h30JASS CLUB ouvre ses portes pour une soirée explosive orchestrée par le vibraphoniste Alexis Valet.Il  invite le batteur et producteur londonien Mackwood pour une rencontre inédite entre jazz, ...","<p>*19h30* JASS CLUB ouvre ses portes pour une soirée explosive orchestrée par le vibraphoniste Alexis Valet. Il invite le batteur et producteur londonien Mackwood pour une rencontre inédite entre jazz, groove et sonorités électroniques. Ensemble, ils explorent un terrain musical vibrant où se mêlent improvisation, textures urbaines et énergie live. Guest **Jean-Loup Siaut** / guitare **Alexis Valet** / vibraphone, MalletKat **Simon Chivallon** / piano **Gwen Ladeux** / basse **Harry ""Mackwood"" Ling** / batterie *21h30* En deuxième partie, le groupe Dead Robot déploiera son univers électro-organique, entre rythmes futuristes et improvisations audacieuses. Une soirée sous le signe du groove, de la créativité et du live sans frontières ! Guest **Jean-Loup Siaut** / guitare **Curtis Efoua Ela** / batterie **Idris-félix Bahri** / basse **Alex Huelves Garrido** / claviers *22h30* Jam session Jazz/Groove **Mackwood x Alexis Valet x Dead Robot** *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*</p>",Paris,Paris,75013,2025-11-26T18:30:00+00:00,2025-11-26T21:30:00+00:00,"Titre: Mackwood x Alexis Valet + Dead Robot
Lieu: Paris (Paris)
Date: du 2025-11-26T18:30:00+00:00 au 2025-11-26T21:30:00+00:00
Description: *19h30* JASS CLUB ouvre ses portes pour une soirée explosive orchestrée par le vibraphoniste Alexis Valet. Il invite le batteur et producteur londonien Mackwood pour une rencontre inédite entre jazz, groove et sonorités électroniques. Ensemble, ils explorent un terrain musical vibrant où se mêlent improvisation, textures urbaines et énergie live. Guest **Jean-Loup Siaut** / guitare **Alexis Valet** / vibraphone, MalletKat **Simon Chivallon** / piano **Gwen Ladeux** / basse **Harry ""Mackwood"" Ling** / batterie *21h30* En deuxième partie, le groupe Dead Robot déploiera son univers électro-organique, entre rythmes futuristes et improvisations audacieuses. Une soirée sous le signe du groove, de la créativité et du live sans frontières ! Guest **Jean-Loup Siaut** / guitare **Curtis Efoua Ela** / batterie **Idris-félix Bahri** / basse **Alex Huelves Garrido** / claviers *22h30* Jam session Jazz/Groove **Mackwood x Alexis Valet x Dead Robot** *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*"
92518347,Diego Imbert Quartet,"19h30 & 21h30Mené par le contrebassiste Diego Imbert, ce quartet complice réunit depuis plus de quinze ans trois partenaires de haut vol : David El-Malek au saxophone ténor, Quentin Ghomari à la t ...","<p>*19h30 &amp; 21h30* Mené par le contrebassiste Diego Imbert, ce quartet complice réunit depuis plus de quinze ans trois partenaires de haut vol : David El-Malek au saxophone ténor, Quentin Ghomari à la trompette et au bugle, et Franck Agulhon à la batterie. Pour ce nouveau projet, le groupe explore un répertoire de compositions originales spécialement écrites et arrangées pour cette formation, inspirées par l’univers foisonnant de À la recherche du temps perdu de Marcel Proust. Une musique à la fois lyrique, nerveuse et profondément narrative, qui révèle toute la maturité d’un ensemble rodé à la scène. Acclamé par la presse (Choc Jazz Magazine, Indispensable Jazz News, partenariat France Musique) ce projet continue de vivre au fil des concerts. Après une sortie remarquée au Bal Blomet, le quartet poursuit son chemin avec une énergie intacte et le plaisir évident de jouer ensemble. Une occasion idéale de découvrir en live l’une des formations les plus élégantes et inspirées du jazz français actuel. **David El-Malek** / saxophone ténor **Yoann Loustalot** / trompette, bugle **Diego Imbert** / contrebasse **Franck Agulhon** / batterie *22h30* Jam session Jazz, animée par Diego Imbert Quartet *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*</p>",Paris,Paris,75013,2026-01-31T18:30:00+00:00,2026-02-01T00:30:00+00:00,"Titre: Diego Imbert Quartet
Lieu: Paris (Paris)
Date: du 2026-01-31T18:30:00+00:00 au 2026-02-01T00:30:00+00:00
Description: *19h30 &amp; 21h30* Mené par le contrebassiste Diego Imbert, ce quartet complice réunit depuis plus de quinze ans trois partenaires de haut vol : David El-Malek au saxophone ténor, Quentin Ghomari à la trompette et au bugle, et Franck Agulhon à la batterie. Pour ce nouveau projet, le groupe explore un répertoire de compositions originales spécialement écrites et arrangées pour cette formation, inspirées par l’univers foisonnant de À la recherche du temps perdu de Marcel Proust. Une musique à la fois lyrique, nerveuse et profondément narrative, qui révèle toute la maturité d’un ensemble rodé à la scène. Acclamé par la presse (Choc Jazz Magazine, Indispensable Jazz News, partenariat France Musique) ce projet continue de vivre au fil des concerts. Après une sortie remarquée au Bal Blomet, le quartet poursuit son chemin avec une énergie intacte et le plaisir évident de jouer ensemble. Une occasion idéale de découvrir en live l’une des formations les plus élégantes et inspirées du jazz français actuel. **David El-Malek** / saxophone ténor **Yoann Loustalot** / trompette, bugle **Diego Imbert** / contrebasse **Franck Agulhon** / batterie *22h30* Jam session Jazz, animée par Diego Imbert Quartet *Point de rencontre essentiel entre artistes émergents et confirmés, la jam session est un moment de partage où naissent les groupes de demain. Une émulsion artistique à vivre dans la salle ou sur scène !* *// Piano à queue &amp; batterie sur place*"
82725556,Hugo Diaz ‘Home to Home' Quintet,"19h30 & 21h30Après un premier album salué par la critique, le saxophoniste Hugo Diaz revient avec ‘Home to Home’, un projet où il explore le lien aux racines et le chemin vers l’émancipation. À l’ ...","<p>*19h30 &amp; 21h30* Après un premier album salué par la critique, le saxophoniste Hugo Diaz revient avec *‘Home to Home’*, un projet où il explore le lien aux racines et le chemin vers l’émancipation. À l’image d’un oiseau prenant son envol, Hugo Diaz questionne cet élan vers l’avant où les souvenirs d’enfance continuent de fleurir. Pour l’occasion, il s’entoure de quatre figures émergentes de la scène jazz : la chanteuse Lou Rivaille, le pianiste Nathan Mollet, la bassiste Julia Richard et le batteur Élie Martin-Charrière. « S’exprimant exclusivement au saxophone soprano, Hugo Diaz produit un son foisonnant d’une grande richesse. Son goût pour la mélodie transforme son jeu en un chant profond et prégnant, porteur d’une belle narration poétique. » *Lionel Eskenazi, France Musique* **Lou Rivaille** / voix **Hugo Diaz** / saxophone soprano **Nathan Mollet** / piano, claviers **Julia Richard** / basse **Élie Martin-Charrière** / batterie</p>",Paris,Paris,75013,2026-04-22T17:30:00+00:00,2026-04-22T20:30:00+00:00,"Titre: Hugo Diaz ‘Home to Home' Quintet
Lieu: Paris (Paris)
Date: du 2026-04-22T17:30:00+00:00 au 2026-04-22T20:30:00+00:00
Description: *19h30 &amp; 21h30* Après un premier album salué par la critique, le saxophoniste Hugo Diaz revient avec *‘Home to Home’*, un projet où il explore le lien aux racines et le chemin vers l’émancipation. À l’image d’un oiseau prenant son envol, Hugo Diaz questionne cet élan vers l’avant où les souvenirs d’enfance continuent de fleurir. Pour l’occasion, il s’entoure de quatre figures émergentes de la scène jazz : la chanteuse Lou Rivaille, le pianiste Nathan Mollet, la bassiste Julia Richard et le batteur Élie Martin-Charrière. « S’exprimant exclusivement au saxophone soprano, Hugo Diaz produit un son foisonnant d’une grande richesse. Son goût pour la mélodie transforme son jeu en un chant profond et prégnant, porteur d’une belle narration poétique. » *Lionel Eskenazi, France Musique* **Lou Rivaille** / voix **Hugo Diaz** / saxophone soprano **Nathan Mollet** / piano, claviers **Julia Richard** / basse **Élie Martin-Charrière** / batterie"
46820506,Ciné-concert pour enfant / Cartoon’est pas si mal !,"Les musiciens Nicolas Boudou et Yannick Jamin proposent une nouvelle bande sonore des aventures de La petite taupe, une série de dessins animés tchèques créée en 1957 par le peintre et illustrateu ...","<p>Les musiciens Nicolas Boudou et Yannick Jamin proposent une nouvelle bande sonore des aventures de La petite taupe, une série de dessins animés tchèques créée en 1957 par le peintre et illustrateur Zdenek Miler. ** Pour cette création originale qui mêle musique et bruitage, ils utilisent divers instruments à vent, à cordes, des percussions, et une multitude d’objets du quotidien détournés de leur usage avec humour. La Cie Cartoon'est pas si mal crée un univers joyeux, festif et coloré pour faire de ce ciné-concert un spectacle empreint d'humour et de poésie. *— Tous âges (conseillé 2 à 8 ans)*</p>",Paris,Paris,75013,2026-05-03T13:00:00+00:00,2026-05-03T13:45:00+00:00,"Titre: Ciné-concert pour enfant / Cartoon’est pas si mal !
Lieu: Paris (Paris)
Date: du 2026-05-03T13:00:00+00:00 au 2026-05-03T13:45:00+00:00
Description: Les musiciens Nicolas Boudou et Yannick Jamin proposent une nouvelle bande sonore des aventures de La petite taupe, une série de dessins animés tchèques créée en 1957 par le peintre et illustrateur Zdenek Miler. ** Pour cette création originale qui mêle musique et bruitage, ils utilisent divers instruments à vent, à cordes, des percussions, et une multitude d’objets du quotidien détournés de leur usage avec humour. La Cie Cartoon'est pas si mal crée un univers joyeux, festif et coloré pour faire de ce ciné-concert un spectacle empreint d'humour et de poésie. *— Tous âges (conseillé 2 à 8 ans)*"
